"","state_county","trump","biden","others"
"2273","minnesota,beltrami95% in",12188,11426,575
"2274","minnesota,benton95% in",14382,7280,598
"2275","minnesota,big stone95% in",1863,1053,58
"2276","minnesota,blue earth91.3% in",16731,18330,990
"2277","minnesota,brown95% in",9552,4753,330
"2278","minnesota,carlton99% in",9791,10098,480
"2279","minnesota,carver99% in",34009,30774,1578
"2280","minnesota,cass95% in",11620,6342,327
"2281","minnesota,chippewa95% in",4250,2226,135
"2282","minnesota,chisago95% in",21916,11806,848
"2283","minnesota,clay94.5% in",15043,16357,839
"2284","minnesota,clearwater95% in",3372,1260,76
"2285","minnesota,cook95% in",1203,2496,107
"2286","minnesota,cottonwood94.8% in",4165,1834,108
"2287","minnesota,crow wing95% in",25676,13726,771
"2288","minnesota,dakota95% in",109638,146155,6466
"2289","minnesota,dodge95% in",7783,4079,325
"2290","minnesota,douglas95% in",15799,7868,498
"2291","minnesota,faribault95% in",5191,2531,192
"2292","minnesota,fillmore95% in",7301,4551,289
"2293","minnesota,freeborn94.5% in",9578,6889,351
"2294","minnesota,goodhue95% in",16052,11806,778
"2295","minnesota,grant95% in",2269,1300,85
"2296","minnesota,hennepin95% in",205973,532623,17373
"2297","minnesota,houston95% in",6334,4853,253
"2298","minnesota,hubbard95% in",8202,4462,301
"2299","minnesota,isanti95% in",16491,7138,606
"2300","minnesota,itasca99% in",15239,10786,536
"2301","minnesota,jackson95% in",3948,1745,126
"2302","minnesota,kanabec95% in",6278,2774,190
"2303","minnesota,kandiyohi95% in",14437,8440,490
"2304","minnesota,kittson99% in",1546,1006,87
"2305","minnesota,koochiching95% in",4131,2659,132
"2306","minnesota,lac qui parle94.7% in",2528,1446,66
"2307","minnesota,lake91.3% in",3393,3647,162
"2308","minnesota,lake of the woods95% in",1704,671,33
"2309","minnesota,le sueur95% in",10775,5672,371
"2310","minnesota,lincoln93.2% in",2121,937,57
"2311","minnesota,lyon99% in",7979,4634,280
"2312","minnesota,mcleod95% in",13986,6413,534
"2313","minnesota,mahnomen99% in",1142,1112,50
"2314","minnesota,marshall95% in",3721,1295,97
"2315","minnesota,martin94.2% in",7480,3305,224
"2316","minnesota,meeker95% in",9359,3867,303
"2317","minnesota,mille lacs99% in",9952,4404,333
"2318","minnesota,morrison95% in",14821,4367,370
"2319","minnesota,mower95% in",10025,8899,421
"2320","minnesota,murray95% in",3363,1449,84
"2321","minnesota,nicollet90.2% in",9018,9622,485
"2322","minnesota,nobles99% in",5600,2933,182
"2323","minnesota,norman95% in",1953,1404,84
"2324","minnesota,olmsted95% in",39692,49491,2202
"2325","minnesota,otter tail95% in",23800,11958,641
"2326","minnesota,pennington95% in",4532,2568,177
"2327","minnesota,pine95% in",10256,5419,326
"2328","minnesota,pipestone99% in",3553,1306,81
"2329","minnesota,polk95% in",9865,5439,290
"2330","minnesota,pope95% in",4417,2477,128
"2331","minnesota,ramsey91.9% in",77376,211620,6981
"2332","minnesota,red lake99% in",1454,691,51
"2333","minnesota,redwood99% in",5771,2355,158
"2334","minnesota,renville99% in",5467,2496,165
"2335","minnesota,rice94.8% in",17464,17402,820
"2336","minnesota,rock99% in",3583,1556,101
"2337","minnesota,roseau95% in",6065,2188,168
"2338","minnesota,st. louis89.5% in",49017,67704,2810
"2339","minnesota,scott95% in",45872,40040,2053
"2340","minnesota,sherburne95% in",36222,18065,1325
"2341","minnesota,sibley95% in",5864,2417,171
"2342","minnesota,stearns91.9% in",50959,31879,1997
"2343","minnesota,steele95% in",12656,7917,555
"2344","minnesota,stevens99% in",3044,1922,119
"2345","minnesota,swift95% in",3316,1784,93
"2346","minnesota,todd95% in",9753,3286,218
"2347","minnesota,traverse94.3% in",1172,661,31
"2348","minnesota,wabasha95% in",8153,4696,274
"2349","minnesota,wadena95% in",5520,2023,134
"2350","minnesota,waseca99% in",6624,3496,269
"2351","minnesota,washington95% in",73764,89165,3857
"2352","minnesota,watonwan95% in",3103,1987,111
"2353","minnesota,wilkin95% in",2328,1026,76
"2354","minnesota,winona86.4% in",13227,13333,613
"2355","minnesota,wright95% in",51973,28430,2023
"2356","minnesota,yellow medicine95% in",3734,1688,106
"2357","mississippi,adams99% in",5696,7917,146
"2358","mississippi,alcorn",12818,2782,213
"2359","mississippi,amite",4503,2620,84
"2360","mississippi,attala",5178,3542,112
"2361","mississippi,benton",2570,1679,43
"2362","mississippi,bolivar",4671,8904,180
"2363","mississippi,calhoun",4625,1902,68
"2364","mississippi,carroll95% in",3924,1729,52
"2365","mississippi,chickasaw",4175,3810,163
"2366","mississippi,choctaw",3001,1185,39
"2367","mississippi,claiborne",603,3772,78
"2368","mississippi,clarke",5417,2838,92
"2369","mississippi,clay",4181,5844,181
"2370","mississippi,coahoma",2375,6020,112
"2371","mississippi,copiah",6250,6470,177
"2372","mississippi,covington",5854,3416,101
"2373","mississippi,desoto",46462,28265,1521
"2374","mississippi,forrest",17290,13755,680
"2375","mississippi,franklin",2923,1480,61
"2376","mississippi,george",9713,1218,133
"2377","mississippi,greene",4794,966,56
"2378","mississippi,grenada95% in",6081,4734,104
"2379","mississippi,hancock",16132,4504,321
"2380","mississippi,harrison",46822,27728,1315
"2381","mississippi,hinds85.5% in",25141,73550,1500
"2382","mississippi,holmes99% in",1369,6588,158
"2383","mississippi,humphreys",1118,3016,55
"2384","mississippi,issaquena",308,355,13
"2385","mississippi,itawamba",9438,1249,139
"2386","mississippi,jackson",36295,17375,953
"2387","mississippi,jasper",4302,4341,99
"2388","mississippi,jefferson",531,3327,53
"2389","mississippi,jeff davis",2534,3599,80
"2390","mississippi,jones",21226,8517,348
"2391","mississippi,kemper",1787,2887,58
"2392","mississippi,lafayette",12949,10070,462
"2393","mississippi,lamar",20704,7340,482
"2394","mississippi,lauderdale",17967,12960,339
"2395","mississippi,lawrence99% in",4285,2260,72
"2396","mississippi,leake",5228,3897,79
"2397","mississippi,lee95% in",24207,12189,607
"2398","mississippi,leflore99% in",3129,7648,116
"2399","mississippi,lincoln",11596,5040,182
"2400","mississippi,lowndes",13800,13087,387
"2401","mississippi,madison",31091,24440,804
"2402","mississippi,marion",8273,3787,134
"2403","mississippi,marshall",7566,8057,207
"2404","mississippi,monroe",11177,5874,228
"2405","mississippi,montgomery",2917,2121,40
"2406","mississippi,neshoba",8320,3260,140
"2407","mississippi,newton",6997,3075,117
"2408","mississippi,noxubee",1240,4040,61
"2409","mississippi,oktibbeha",9004,10299,509
"2410","mississippi,panola",8060,7403,172
"2411","mississippi,pearl river",19595,4148,313
"2412","mississippi,perry",4500,1362,60
"2413","mississippi,pike",8479,8646,235
"2414","mississippi,pontotoc",11550,2614,213
"2415","mississippi,prentiss",8370,2153,138
"2416","mississippi,quitman",1026,2150,53
"2417","mississippi,rankin",50895,18847,913
"2418","mississippi,scott",6285,4330,129
"2419","mississippi,sharkey",688,1465,30
"2420","mississippi,simpson",7635,4037,148
"2421","mississippi,smith",6458,1791,78
"2422","mississippi,stone",5964,1802,112
"2423","mississippi,sunflower",2799,6781,103
"2424","mississippi,tallahatchie",2488,3105,98
"2425","mississippi,tate",8707,4183,211
"2426","mississippi,tippah",8054,1937,111
"2427","mississippi,tishomingo",7933,1059,155
"2428","mississippi,tunica",926,2580,59
"2429","mississippi,union",10373,2160,150
"2430","mississippi,walthall95% in",4220,2835,67
"2431","mississippi,warren",10365,10442,249
"2432","mississippi,washington95% in",5300,12503,222
"2433","mississippi,wayne",6307,3624,135
"2434","mississippi,webster",4291,1043,68
"2435","mississippi,wilkinson",1324,2749,57
"2436","mississippi,winston",5112,4040,92
"2437","mississippi,yalobusha",3671,2785,82
"2438","mississippi,yazoo",4832,5496,113
"2439","missouri,adair",6413,3710,213
"2440","missouri,andrew",7255,2351,146
"2441","missouri,atchison",2199,564,51
"2442","missouri,audrain",7732,2704,220
"2443","missouri,barry",12425,2948,225
"2444","missouri,barton",5168,844,65
"2445","missouri,bates",6597,1672,147
"2446","missouri,benton",8109,2180,187
"2447","missouri,bollinger",5167,750,70
"2448","missouri,boone",38646,50064,2458
"2449","missouri,buchanan",22450,13445,703
"2450","missouri,butler",14602,3301,238
"2451","missouri,caldwell",3725,897,60
"2452","missouri,callaway",14815,5870,459
"2453","missouri,camden",18850,5652,310
"2454","missouri,cape girardeau",28907,10760,661
"2455","missouri,carroll",3706,786,40
"2456","missouri,carter",2451,418,28
"2457","missouri,cass",37197,19052,1159
"2458","missouri,cedar",5788,1145,111
"2459","missouri,chariton",3111,916,50
"2460","missouri,christian",34920,11131,788
"2461","missouri,clark",2672,678,44
"2462","missouri,clay",64605,59400,2564
"2463","missouri,clinton",7799,2896,193
"2464","missouri,cole",26086,12694,749
"2465","missouri,cooper",6272,2249,172
"2466","missouri,crawford",8725,2113,135
"2467","missouri,dade",3414,656,49
"2468","missouri,dallas",6619,1380,105
"2469","missouri,daviess",3102,746,63
"2470","missouri,dekalb",3828,930,85
"2471","missouri,dent",5987,1056,99
"2472","missouri,douglas",5898,1016,86
"2473","missouri,dunklin",8135,2200,84
"2474","missouri,franklin",38058,14569,1058
"2475","missouri,gasconade",6222,1601,100
"2476","missouri,gentry",2581,613,43
"2477","missouri,greene",83630,55068,3102
"2478","missouri,grundy",3585,799,53
"2479","missouri,harrison",3198,597,31
"2480","missouri,henry",8027,2619,142
"2481","missouri,hickory",3966,1056,58
"2482","missouri,holt",1976,338,29
"2483","missouri,howard",3553,1413,126
"2484","missouri,howell",15181,3218,251
"2485","missouri,iron",3596,945,51
"2486","missouri,jackson",126535,199842,6686
"2487","missouri,jasper",37728,13549,1075
"2488","missouri,jefferson",77046,37523,2119
"2489","missouri,johnson",15489,6974,660
"2490","missouri,knox",1486,340,28
"2491","missouri,laclede",13762,2780,251
"2492","missouri,lafayette",12273,4472,310
"2493","missouri,lawrence",14426,3214,265
"2494","missouri,lewis",3553,984,82
"2495","missouri,lincoln",21848,6607,563
"2496","missouri,linn",4363,1275,88
"2497","missouri,livingston",5267,1410,81
"2498","missouri,mcdonald",7465,1439,149
"2499","missouri,macon",6076,1662,98
"2500","missouri,madison",4584,1019,73
"2501","missouri,maries",3892,814,65
"2502","missouri,marion",9915,3202,231
"2503","missouri,mercer",1541,222,16
"2504","missouri,miller",10176,2038,168
"2505","missouri,mississippi",3537,1178,41
"2506","missouri,moniteau",5744,1308,105
"2507","missouri,monroe",3477,936,72
"2508","missouri,montgomery",4465,1208,107
"2509","missouri,morgan",7442,1924,121
"2510","missouri,new madrid",5447,1748,55
"2511","missouri,newton",22120,5818,467
"2512","missouri,nodaway",6865,2853,175
"2513","missouri,oregon",3847,823,69
"2514","missouri,osage",6425,1037,77
"2515","missouri,ozark",4064,752,48
"2516","missouri,pemiscot",4120,1560,55
"2517","missouri,perry",7657,1664,126
"2518","missouri,pettis",13854,4783,460
"2519","missouri,phelps",13480,5637,451
"2520","missouri,pike",5863,1717,115
"2521","missouri,platte",28917,27179,1174
"2522","missouri,polk",11850,2885,329
"2523","missouri,pulaski",10329,3740,359
"2524","missouri,putnam",1984,361,16
"2525","missouri,ralls",4396,1205,61
"2526","missouri,randolph",8018,2485,241
"2527","missouri,ray",8345,3109,195
"2528","missouri,reynolds",2733,529,36
"2529","missouri,ripley",4839,833,45
"2530","missouri,st. charles",128389,89530,4098
"2531","missouri,st. clair",3932,988,54
"2532","missouri,st. francois",20511,7044,446
"2533","missouri,st. louis county",199493,328151,8802
"2534","missouri,st. louis city",21474,110089,2304
"2535","missouri,ste. genevieve",6630,2713,141
"2536","missouri,saline",6451,2904,164
"2537","missouri,schuyler",1606,373,24
"2538","missouri,scotland",1560,388,36
"2539","missouri,scott",13769,3753,197
"2540","missouri,shannon",3165,706,35
"2541","missouri,shelby",2700,592,58
"2542","missouri,stoddard",11484,1819,123
"2543","missouri,stone",14800,3506,177
"2544","missouri,sullivan",1974,478,19
"2545","missouri,taney",20508,5339,441
"2546","missouri,texas",9478,1716,121
"2547","missouri,vernon",7155,1903,127
"2548","missouri,warren",13222,4769,384
"2549","missouri,washington",8047,1804,125
"2550","missouri,wayne",4987,845,46
"2551","missouri,webster",14880,3573,330
"2552","missouri,worth",877,215,15
"2553","missouri,wright",7453,1168,122
"2554","montana,beaverhead99.9% in",3923,1608,130
"2555","montana,big horn99.8% in",2207,2491,86
"2556","montana,blaine99.4% in",1469,1589,59
"2557","montana,broadwater99.7% in",3173,835,89
"2558","montana,carbon",4468,2421,212
"2559","montana,carter",775,74,15
"2560","montana,cascade99.6% in",23315,15456,1114
"2561","montana,chouteau99.4% in",1891,991,92
"2562","montana,custer",4205,1514,164
"2563","montana,daniels98.4% in",799,195,20
"2564","montana,dawson",3758,962,117
"2565","montana,deer lodge",2186,2562,143
"2566","montana,fallon99.9% in",1375,172,28
"2567","montana,fergus",4869,1496,166
"2568","montana,flathead",38321,20274,1663
"2569","montana,gallatin",31696,37044,2767
"2570","montana,garfield",764,41,8
"2571","montana,glacier98.6% in",1884,3610,145
"2572","montana,golden valley99.8% in",414,78,11
"2573","montana,granite",1419,638,45
"2574","montana,hill99.4% in",3957,2981,244
"2575","montana,jefferson",5345,2625,221
"2576","montana,judith basin99.7% in",1040,275,29
"2577","montana,lake",9322,6916,388
"2578","montana,lewis and clark99.9% in",21409,19743,1333
"2579","montana,liberty99.5% in",821,249,13
"2580","montana,lincoln",8672,2835,240
"2581","montana,mccone",956,155,17
"2582","montana,madison99.9% in",4191,1771,151
"2583","montana,meagher99.3% in",833,258,19
"2584","montana,mineral",1828,686,49
"2585","montana,missoula",26347,43357,2282
"2586","montana,musselshell",2423,413,45
"2587","montana,park",6025,5280,313
"2588","montana,petroleum",298,39,14
"2589","montana,phillips",1936,416,34
"2590","montana,pondera99.7% in",2031,903,61
"2591","montana,powder river99.9% in",970,154,12
"2592","montana,powell",2355,752,88
"2593","montana,prairie99.6% in",603,126,15
"2594","montana,ravalli99.8% in",19114,8763,630
"2595","montana,richland",4800,875,123
"2596","montana,roosevelt99.9% in",1996,1910,122
"2597","montana,rosebud",2486,1199,99
"2598","montana,sanders",5660,1820,172
"2599","montana,sheridan",1403,574,53
"2600","montana,silver bow",7745,10392,690
"2601","montana,stillwater99.9% in",4462,1156,123
"2602","montana,sweet grass99.5% in",1840,549,57
"2603","montana,teton99.7% in",2608,1007,80
"2604","montana,toole",1596,467,60
"2605","montana,treasure99.1% in",373,78,9
"2606","montana,valley",3135,1030,107
"2607","montana,wheatland",823,225,20
"2608","montana,wibaux",516,77,5
"2609","montana,yellowstone99.7% in",50772,30679,2370
"2610","nebraska,adams",10085,43,750
"2611","nebraska,antelope",3093,35,48
"2612","nebraska,arthur",260,499,114
"2613","nebraska,banner",362,1051,1923
"2614","nebraska,blaine",280,135,321
"2615","nebraska,boone",2653,191,270
"2616","nebraska,box butte",4002,6350,1290
"2617","nebraska,boyd",1010,1063,324
"2618","nebraska,brown",1470,873,117
"2619","nebraska,buffalo",16640,4737,171
"2620","nebraska,burt",2580,725,315
"2621","nebraska,butler",3542,226,285
"2622","nebraska,cass",10121,373,237
"2623","nebraska,cedar",4174,855,312
"2624","nebraska,chase",1740,632,390
"2625","nebraska,cherry",2844,1025,378
"2626","nebraska,cheyenne",3813,870,357
"2627","nebraska,clay",2848,786,657
"2628","nebraska,colfax",2636,2744,4827
"2629","nebraska,cuming",3507,1082,303
"2630","nebraska,custer",5090,2497,1086
"2631","nebraska,dakota",3926,141,16338
"2632","nebraska,dawes",2931,651,51
"2633","nebraska,dawson",6524,5544,249
"2634","nebraska,deuel",871,150350,186
"2635","nebraska,dixon",2335,105,81
"2636","nebraska,dodge",10984,693,120
"2637","nebraska,douglas",119159,276,723
"2638","nebraska,dundy",883,189,54
"2639","nebraska,fillmore",2359,399,30
"2640","nebraska,franklin",1437,3385,258
"2641","nebraska,frontier",1229,161,120
"2642","nebraska,furnas",2163,133,57
"2643","nebraska,gage",7445,215,1518
"2644","nebraska,garden",1016,20,321
"2645","nebraska,garfield",933,229,132
"2646","nebraska,gosper",893,7681,18
"2647","nebraska,grant",375,1118,120
"2648","nebraska,greeley",1016,282,288
"2649","nebraska,hall",16189,34,33
"2650","nebraska,hamilton",4309,175,240
"2651","nebraska,harlan",1615,686,267
"2652","nebraska,hayes",494,59,195
"2653","nebraska,hitchcock",1264,648,252
"2654","nebraska,holt",4769,1016,204
"2655","nebraska,hooker",376,647,3384
"2656","nebraska,howard",2786,701,297
"2657","nebraska,jefferson",2616,763,213
"2658","nebraska,johnson",1518,49,11118
"2659","nebraska,kearney",2822,268,1032
"2660","nebraska,keith",3544,905,177
"2661","nebraska,keya paha",476,82293,102
"2662","nebraska,kimball",1563,3692,33
"2663","nebraska,knox",3721,38,1053
"2664","nebraska,lancaster",70092,75,312
"2665","nebraska,lincoln",13071,17,180
"2666","nebraska,logan",407,3478,216
"2667","nebraska,loup",370,743,222
"2668","nebraska,mcpherson",275,386,114
"2669","nebraska,madison",11940,359,564
"2670","nebraska,merrick",3419,921,126
"2671","nebraska,morrill",2113,409,216
"2672","nebraska,nance",1437,2490,324
"2673","nebraska,nemaha",2428,322,246
"2674","nebraska,nuckolls",1857,199,705
"2675","nebraska,otoe",5649,752,177
"2676","nebraska,pawnee",1071,480,378
"2677","nebraska,perkins",1321,3260,1731
"2678","nebraska,phelps",4157,530,192
"2679","nebraska,pierce",3462,811,624
"2680","nebraska,platte",12186,996,7635
"2681","nebraska,polk",2291,84,924
"2682","nebraska,red willow",4525,1986,969
"2683","nebraska,richardson",3073,41206,648
"2684","nebraska,rock",744,3331,132
"2685","nebraska,saline",3631,4196,126
"2686","nebraska,sarpy",51979,2438,45
"2687","nebraska,saunders",9108,340,366
"2688","nebraska,scotts bluff",10952,343,156
"2689","nebraska,seward",6490,72,177
"2690","nebraska,sheridan",2292,532,123
"2691","nebraska,sherman",1322,624,81
"2692","nebraska,sioux",642,45,831
"2693","nebraska,stanton",2561,1122,423
"2694","nebraska,thayer",2308,412,540960
"2695","nebraska,thomas",377,3554,463146
"2696","nebraska,thurston",1180,1022,667065
"2697","nebraska,valley",1901,335,396936
"2698","nebraska,washington",8583,59,529404
"2699","nebraska,wayne",3055,1630,197565
"2700","nebraska,webster",1511,304,22488
"2701","nebraska,wheeler",438,38,20727
"2702","nebraska,york",5337,3,17664
"2703","nebraska,ne electoral vote district 1",4213,5,4986
"2704","nebraska,ne electoral vote district 2",452,2,5742
"2705","nebraska,ne electoral vote district 3",21,65,2727
"2706","nevada,carson city",16113,12735,891
"2707","nevada,churchill",9372,3051,467
"2708","nevada,clark",430930,521852,19728
"2709","nevada,douglas",21630,11571,924
"2710","nevada,elko",16741,4557,669
"2711","nevada,esmeralda",400,74,13
"2712","nevada,eureka",895,105,17
"2713","nevada,humboldt",5877,1689,205
"2714","nevada,lander",2198,496,71
"2715","nevada,lincoln",2067,330,49
"2716","nevada,lyon",20914,8473,851
"2717","nevada,mineral",1423,829,83
"2718","nevada,nye",17528,7288,562
"2719","nevada,pershing",1731,547,42
"2720","nevada,storey",1908,902,67
"2721","nevada,washoe",116760,128128,7254
"2722","nevada,white pine",3403,859,107
"2723","new-hampshire,acworth",269,293,7
"2724","new-hampshire,albany",190,250,9
"2725","new-hampshire,alexandria",616,440,24
"2726","new-hampshire,allenstown",1233,1050,42
"2727","new-hampshire,alstead",477,684,28
"2728","new-hampshire,alton",2420,1438,45
"2729","new-hampshire,amherst",3208,4796,133
"2730","new-hampshire,andover",726,844,25
"2731","new-hampshire,antrim",779,761,44
"2732","new-hampshire,ashland",562,632,24
"2733","new-hampshire,atkinson",2795,2250,59
"2734","new-hampshire,auburn",2265,1619,46
"2735","new-hampshire,barnstead",1698,1150,74
"2736","new-hampshire,barrington",2733,3142,129
"2737","new-hampshire,bartlett",773,1374,23
"2738","new-hampshire,bath",353,259,11
"2739","new-hampshire,bedford",7052,7521,166
"2740","new-hampshire,belmont",2365,1609,78
"2741","new-hampshire,bennington",424,395,18
"2742","new-hampshire,benton",143,89,3
"2743","new-hampshire,berlin",1852,2147,66
"2744","new-hampshire,bethlehem",620,1021,30
"2745","new-hampshire,boscawen",1064,931,45
"2746","new-hampshire,bow",2167,3256,89
"2747","new-hampshire,bradford",478,563,32
"2748","new-hampshire,brentwood",1372,1505,37
"2749","new-hampshire,bridgewater",472,364,21
"2750","new-hampshire,bristol",994,842,35
"2751","new-hampshire,brookfield",315,218,12
"2752","new-hampshire,brookline",1647,1903,78
"2753","new-hampshire,campton",964,1120,45
"2754","new-hampshire,canaan",890,1162,34
"2755","new-hampshire,candia",1702,1039,48
"2756","new-hampshire,canterbury",718,1009,27
"2757","new-hampshire,carroll",267,266,5
"2758","new-hampshire,center harbor",407,379,6
"2759","new-hampshire,charlestown",1239,1185,57
"2760","new-hampshire,chatham",130,106,8
"2761","new-hampshire,chester",1951,1465,53
"2762","new-hampshire,chesterfield",958,1390,44
"2763","new-hampshire,chichester",930,770,36
"2764","new-hampshire,claremont",2788,2895,130
"2765","new-hampshire,clarksville",108,72,3
"2766","new-hampshire,colebrook",630,418,26
"2767","new-hampshire,columbia",235,114,2
"2768","new-hampshire,concord",7983,15511,381
"2769","new-hampshire,conway",2465,3411,90
"2770","new-hampshire,cornish",408,679,22
"2771","new-hampshire,croydon",319,172,22
"2772","new-hampshire,dalton",295,231,2
"2773","new-hampshire,danbury",414,290,21
"2774","new-hampshire,danville",1686,1082,48
"2775","new-hampshire,deerfield",1786,1360,75
"2776","new-hampshire,deering",670,462,26
"2777","new-hampshire,derry",9412,8215,267
"2778","new-hampshire,dixville",0,5,0
"2779","new-hampshire,dorchester",124,105,4
"2780","new-hampshire,dover",6331,12508,390
"2781","new-hampshire,dublin",404,687,18
"2782","new-hampshire,dummer",113,67,4
"2783","new-hampshire,dunbarton",1121,877,32
"2784","new-hampshire,durham",1712,5970,128
"2785","new-hampshire,east kingston",889,781,22
"2786","new-hampshire,easton",64,167,3
"2787","new-hampshire,eaton",117,188,4
"2788","new-hampshire,effingham",526,391,9
"2789","new-hampshire,ellsworth",32,45,1
"2790","new-hampshire,enfield",930,1777,58
"2791","new-hampshire,epping",2311,2047,79
"2792","new-hampshire,epsom",1702,1180,45
"2793","new-hampshire,errol",148,74,1
"2794","new-hampshire,exeter",3321,6820,195
"2795","new-hampshire,farmington",2000,1365,68
"2796","new-hampshire,fitzwilliam",682,666,19
"2797","new-hampshire,francestown",534,592,26
"2798","new-hampshire,franconia",248,542,11
"2799","new-hampshire,franklin",2281,1804,93
"2800","new-hampshire,freedom",538,538,14
"2801","new-hampshire,fremont",1635,1151,53
"2802","new-hampshire,gilford",2748,2508,57
"2803","new-hampshire,gilmanton",1423,1020,57
"2804","new-hampshire,gilsum",263,240,13
"2805","new-hampshire,goffstown",5040,4967,189
"2806","new-hampshire,gorham",748,906,32
"2807","new-hampshire,goshen",284,186,11
"2808","new-hampshire,grafton",423,345,16
"2809","new-hampshire,grantham",747,1669,31
"2810","new-hampshire,greenfield",466,529,15
"2811","new-hampshire,greenland",1160,1723,36
"2812","new-hampshire,greenville",532,501,21
"2813","new-hampshire,groton",232,142,6
"2814","new-hampshire,hampstead",3303,2494,100
"2815","new-hampshire,hampton",5212,6150,140
"2816","new-hampshire,hampton falls",863,845,12
"2817","new-hampshire,hancock",408,875,15
"2818","new-hampshire,hanover",841,6210,66
"2819","new-hampshire,harrisville",201,553,6
"2820","new-hampshire,harts location",20,23,0
"2821","new-hampshire,haverhill",1180,925,39
"2822","new-hampshire,hebron",267,239,17
"2823","new-hampshire,henniker",1075,1569,67
"2824","new-hampshire,hill",403,224,8
"2825","new-hampshire,hillsborough",1722,1475,79
"2826","new-hampshire,hinsdale",829,1048,38
"2827","new-hampshire,holderness",569,890,22
"2828","new-hampshire,hollis",2468,3277,80
"2829","new-hampshire,hooksett",4387,4060,138
"2830","new-hampshire,hopkinton",1400,2688,75
"2831","new-hampshire,hudson",7744,6632,265
"2832","new-hampshire,jackson",212,567,7
"2833","new-hampshire,jaffrey",1410,1528,80
"2834","new-hampshire,jefferson",394,257,11
"2835","new-hampshire,keene",3758,8950,221
"2836","new-hampshire,kensington",726,805,26
"2837","new-hampshire,kingston",2311,1731,60
"2838","new-hampshire,laconia",4642,4141,172
"2839","new-hampshire,lancaster",874,817,44
"2840","new-hampshire,landaff",155,126,4
"2841","new-hampshire,langdon",199,206,7
"2842","new-hampshire,lebanon",1954,5895,100
"2843","new-hampshire,lee",971,1957,48
"2844","new-hampshire,lempster",440,274,12
"2845","new-hampshire,lincoln",397,513,13
"2846","new-hampshire,lisbon",431,353,13
"2847","new-hampshire,litchfield",2824,2497,89
"2848","new-hampshire,littleton",1507,1557,51
"2849","new-hampshire,londonderry",7905,7738,230
"2850","new-hampshire,loudon",2152,1489,84
"2851","new-hampshire,lyman",208,174,3
"2852","new-hampshire,lyme",218,1074,13
"2853","new-hampshire,lyndeborough",541,564,33
"2854","new-hampshire,madbury",454,824,34
"2855","new-hampshire,madison",760,926,17
"2856","new-hampshire,manchester",22127,29464,1015
"2857","new-hampshire,marlborough",441,806,26
"2858","new-hampshire,marlow",207,277,12
"2859","new-hampshire,mason",535,380,34
"2860","new-hampshire,meredith",2208,2139,60
"2861","new-hampshire,merrimack",7669,8725,303
"2862","new-hampshire,middleton",643,378,21
"2863","new-hampshire,milan",437,345,12
"2864","new-hampshire,milford",4123,4644,194
"2865","new-hampshire,millsfield",16,5,0
"2866","new-hampshire,milton",1476,1015,48
"2867","new-hampshire,monroe",309,227,8
"2868","new-hampshire,mont vernon",730,1011,37
"2869","new-hampshire,moultonborough",1997,1605,62
"2870","new-hampshire,nashua",17806,26770,705
"2871","new-hampshire,nelson",164,275,12
"2872","new-hampshire,new boston",2036,1826,72
"2873","new-hampshire,newbury",726,905,36
"2874","new-hampshire,new castle",281,619,4
"2875","new-hampshire,new durham",1109,727,32
"2876","new-hampshire,newfields",512,719,24
"2877","new-hampshire,new hampton",810,697,32
"2878","new-hampshire,newington",325,304,10
"2879","new-hampshire,new ipswich",2099,962,62
"2880","new-hampshire,new london",1059,2081,54
"2881","new-hampshire,newmarket",1925,3953,126
"2882","new-hampshire,newport",1773,1301,64
"2883","new-hampshire,newton",1680,1277,37
"2884","new-hampshire,northfield",1435,1122,62
"2885","new-hampshire,north hampton",1455,1987,42
"2886","new-hampshire,northumberland",614,424,18
"2887","new-hampshire,northwood",1483,1329,69
"2888","new-hampshire,nottingham",1641,1769,86
"2889","new-hampshire,orange",110,80,6
"2890","new-hampshire,orford",269,539,15
"2891","new-hampshire,ossipee",1487,965,67
"2892","new-hampshire,pelham",5253,3480,121
"2893","new-hampshire,pembroke",2057,2189,79
"2894","new-hampshire,peterborough",1246,3090,64
"2895","new-hampshire,piermont",194,241,5
"2896","new-hampshire,pittsburg",380,158,7
"2897","new-hampshire,pittsfield",1230,807,58
"2898","new-hampshire,plainfield",522,1135,28
"2899","new-hampshire,plaistow",2504,2045,68
"2900","new-hampshire,plymouth",1123,2214,78
"2901","new-hampshire,portsmouth",3836,10663,202
"2902","new-hampshire,randolph",83,186,8
"2903","new-hampshire,raymond",3517,2378,105
"2904","new-hampshire,richmond",413,292,14
"2905","new-hampshire,rindge",2144,1443,71
"2906","new-hampshire,rochester",8367,8132,408
"2907","new-hampshire,rollinsford",735,951,50
"2908","new-hampshire,roxbury",52,92,0
"2909","new-hampshire,rumney",527,410,19
"2910","new-hampshire,rye",1620,2781,64
"2911","new-hampshire,salem",9969,7638,234
"2912","new-hampshire,salisbury",517,380,28
"2913","new-hampshire,sanbornton",1134,875,36
"2914","new-hampshire,sandown",2273,1632,70
"2915","new-hampshire,sandwich",413,718,12
"2916","new-hampshire,seabrook",2595,1973,71
"2917","new-hampshire,sharon",116,153,4
"2918","new-hampshire,shelburne",122,131,1
"2919","new-hampshire,somersworth",2550,3422,99
"2920","new-hampshire,south hampton",326,304,22
