"","state_county","trump","biden","others"
"1870","massachusetts,boston",45425,242717,5654
"1871","massachusetts,bourne",5331,6527,261
"1872","massachusetts,boxborough",786,2526,90
"1873","massachusetts,boxford",2271,3117,155
"1874","massachusetts,boylston",1318,1877,109
"1875","massachusetts,braintree",8744,12612,439
"1876","massachusetts,brewster",2338,4940,158
"1877","massachusetts,bridgewater",6572,7688,356
"1878","massachusetts,brimfield",1193,1063,58
"1879","massachusetts,brockton",8689,29475,548
"1880","massachusetts,brookfield",1054,946,54
"1881","massachusetts,brookline",3418,27150,516
"1882","massachusetts,buckland",268,889,34
"1883","massachusetts,burlington",5566,9447,333
"1884","massachusetts,cambridge",3519,50233,1043
"1885","massachusetts,canton",4965,9222,298
"1886","massachusetts,carlisle",767,2772,99
"1887","massachusetts,carver",3504,3277,180
"1888","massachusetts,charlemont",235,492,16
"1889","massachusetts,charlton",4127,3759,236
"1890","massachusetts,chatham",1834,3107,134
"1891","massachusetts,chelmsford",7823,13901,625
"1892","massachusetts,chelsea",2215,8155,154
"1893","massachusetts,cheshire",775,1124,47
"1894","massachusetts,chester",415,313,16
"1895","massachusetts,chesterfield",287,510,25
"1896","massachusetts,chicopee",10636,14502,657
"1897","massachusetts,chilmark",111,796,14
"1898","massachusetts,clarksburg",390,583,17
"1899","massachusetts,clinton",2886,4688,252
"1900","massachusetts,cohasset",1665,3849,155
"1901","massachusetts,colrain",306,667,34
"1902","massachusetts,concord",1977,10024,310
"1903","massachusetts,conway99.6% in",278,989,36
"1904","massachusetts,cummington",162,413,16
"1905","massachusetts,dalton",1039,2682,100
"1906","massachusetts,danvers",6725,9833,349
"1907","massachusetts,dartmouth",7778,9792,314
"1908","massachusetts,dedham",4771,10760,336
"1909","massachusetts,deerfield",839,2425,86
"1910","massachusetts,dennis",3938,6181,202
"1911","massachusetts,dighton",2473,2139,112
"1912","massachusetts,douglas",2956,2458,120
"1913","massachusetts,dover",1142,2761,120
"1914","massachusetts,dracut",8812,8706,327
"1915","massachusetts,dudley",3192,2744,156
"1916","massachusetts,dunstable",877,1243,53
"1917","massachusetts,duxbury",4032,6910,277
"1918","massachusetts,east bridgewater",4366,4183,218
"1919","massachusetts,east brookfield",741,593,31
"1920","massachusetts,eastham",1151,2864,85
"1921","massachusetts,easthampton",2525,7796,271
"1922","massachusetts,east longmeadow",4623,5295,204
"1923","massachusetts,easton",5467,8715,337
"1924","massachusetts,edgartown",854,2185,62
"1925","massachusetts,egremont",174,783,16
"1926","massachusetts,erving",355,550,24
"1927","massachusetts,essex",796,1650,66
"1928","massachusetts,everett",4093,10492,232
"1929","massachusetts,fairhaven",4275,5093,189
"1930","massachusetts,fall river",13571,17459,586
"1931","massachusetts,falmouth",7319,14134,437
"1932","massachusetts,fitchburg",6186,9897,426
"1933","massachusetts,florida",203,209,6
"1934","massachusetts,foxborough",4357,6740,249
"1935","massachusetts,framingham",7712,23622,714
"1936","massachusetts,franklin",7345,12475,526
"1937","massachusetts,freetown",2906,2483,117
"1938","massachusetts,gardner",3939,5213,292
"1939","massachusetts,aquinnah",34,311,10
"1940","massachusetts,georgetown",2388,3051,146
"1941","massachusetts,gill",279,679,29
"1942","massachusetts,gloucester",5595,12138,426
"1943","massachusetts,goshen",231,418,23
"1944","massachusetts,gosnold",22,56,4
"1945","massachusetts,grafton",4011,7139,303
"1946","massachusetts,granby",1815,2055,86
"1947","massachusetts,granville",565,402,23
"1948","massachusetts,great barrington",654,3368,90
"1949","massachusetts,greenfield",2265,6883,261
"1950","massachusetts,groton",2149,4941,195
"1951","massachusetts,groveland",1976,2421,139
"1952","massachusetts,hadley",925,2476,92
"1953","massachusetts,halifax",2398,2354,122
"1954","massachusetts,hamilton",1458,3364,166
"1955","massachusetts,hampden",1713,1539,87
"1956","massachusetts,hancock",207,257,14
"1957","massachusetts,hanover",4507,4910,235
"1958","massachusetts,hanson",3314,3244,183
"1959","massachusetts,hardwick",733,749,47
"1960","massachusetts,harvard",954,3074,101
"1961","massachusetts,harwich",3365,5833,250
"1962","massachusetts,hatfield",686,1578,49
"1963","massachusetts,haverhill",12571,19020,810
"1964","massachusetts,hawley",70,155,6
"1965","massachusetts,heath",158,294,16
"1966","massachusetts,hingham",4986,10855,388
"1967","massachusetts,hinsdale",402,771,37
"1968","massachusetts,holbrook",2381,3710,122
"1969","massachusetts,holden",4996,7325,333
"1970","massachusetts,holland",793,698,54
"1971","massachusetts,holliston",2579,6771,267
"1972","massachusetts,holyoke",4843,11152,318
"1973","massachusetts,hopedale",1385,2285,105
"1974","massachusetts,hopkinton",2981,7047,268
"1975","massachusetts,hubbardston",1442,1390,95
"1976","massachusetts,hudson",3852,7414,317
"1977","massachusetts,hull",2433,4507,140
"1978","massachusetts,huntington",593,585,39
"1979","massachusetts,ipswich",3109,6273,232
"1980","massachusetts,kingston",3775,4522,223
"1981","massachusetts,lakeville",3778,3336,209
"1982","massachusetts,lancaster",1762,2458,134
"1983","massachusetts,lanesborough",604,1237,50
"1984","massachusetts,lawrence",5803,17023,382
"1985","massachusetts,lee",985,2415,89
"1986","massachusetts,leicester",3146,3101,168
"1987","massachusetts,lenox",602,2701,65
"1988","massachusetts,leominster",8592,12344,589
"1989","massachusetts,leverett",163,1193,30
"1990","massachusetts,lexington",3337,16308,403
"1991","massachusetts,leyden",155,330,17
"1992","massachusetts,lincoln",683,3493,95
"1993","massachusetts,littleton",1980,4479,232
"1994","massachusetts,longmeadow",3493,6679,223
"1995","massachusetts,lowell",12346,25544,791
"1996","massachusetts,ludlow",5695,5467,222
"1997","massachusetts,lunenburg",2936,4027,229
"1998","massachusetts,lynn",10425,24662,690
"1999","massachusetts,lynnfield",3969,4213,163
"2000","massachusetts,malden",6026,19111,486
"2001","massachusetts,manchester",1014,2712,93
"2002","massachusetts,mansfield",5149,9024,364
"2003","massachusetts,marblehead",3790,10128,316
"2004","massachusetts,marion",1244,2369,83
"2005","massachusetts,marlborough",6100,12610,433
"2006","massachusetts,marshfield",7498,9671,313
"2007","massachusetts,mashpee",4086,5982,195
"2008","massachusetts,mattapoisett",1888,2730,79
"2009","massachusetts,maynard",1672,4942,172
"2010","massachusetts,medfield",2374,5668,169
"2011","massachusetts,medford",7566,23495,652
"2012","massachusetts,medway",3004,5156,256
"2013","massachusetts,melrose",4646,13213,382
"2014","massachusetts,mendon",1774,2067,103
"2015","massachusetts,merrimac",1725,2549,117
"2016","massachusetts,methuen",11127,14328,464
"2017","massachusetts,middleborough",7164,6324,369
"2018","massachusetts,middlefield",124,199,11
"2019","massachusetts,middleton",2966,2764,128
"2020","massachusetts,milford",5544,8700,336
"2021","massachusetts,millbury",3739,4196,227
"2022","massachusetts,millis",2001,3502,136
"2023","massachusetts,millville",976,821,51
"2024","massachusetts,milton",4441,12862,351
"2025","massachusetts,monroe",31,28,1
"2026","massachusetts,monson",2588,2446,141
"2027","massachusetts,montague",1211,3520,167
"2028","massachusetts,monterey",102,481,9
"2029","massachusetts,montgomery",312,246,6
"2030","massachusetts,mount washington",16,102,7
"2031","massachusetts,nahant",842,1629,53
"2032","massachusetts,nantucket",1914,5241,151
"2033","massachusetts,natick",4971,16330,475
"2034","massachusetts,needham",4078,15573,462
"2035","massachusetts,new ashford",48,98,5
"2036","massachusetts,new bedford",12964,21267,646
"2037","massachusetts,new braintree",337,319,15
"2038","massachusetts,newbury",1754,3138,133
"2039","massachusetts,newburyport",3253,9224,231
"2040","massachusetts,new marlborough",264,678,17
"2041","massachusetts,new salem",237,419,25
"2042","massachusetts,newton",8357,40907,1031
"2043","massachusetts,norfolk",2570,4100,183
"2044","massachusetts,north adams",1600,4216,116
"2045","massachusetts,northampton",1855,15649,421
"2046","massachusetts,north andover",6548,11022,442
"2047","massachusetts,north attleborough",7050,9724,417
"2048","massachusetts,northborough",2913,6476,298
"2049","massachusetts,northbridge",4244,4720,264
"2050","massachusetts,north brookfield",1459,1181,75
"2051","massachusetts,northfield",592,1211,52
"2052","massachusetts,north reading",4116,5585,229
"2053","massachusetts,norton",4735,5918,321
"2054","massachusetts,norwell",2920,4291,175
"2055","massachusetts,norwood",5824,11212,417
"2056","massachusetts,oak bluffs",730,2420,59
"2057","massachusetts,oakham",664,554,39
"2058","massachusetts,orange",1699,1984,117
"2059","massachusetts,orleans",1458,3288,96
"2060","massachusetts,otis",441,550,23
"2061","massachusetts,oxford",3765,3593,216
"2062","massachusetts,palmer",3240,3108,155
"2063","massachusetts,paxton",1268,1625,69
"2064","massachusetts,peabody",12704,16860,526
"2065","massachusetts,pelham",89,819,17
"2066","massachusetts,pembroke",5263,6174,316
"2067","massachusetts,pepperell",3205,3869,233
"2068","massachusetts,peru",216,299,18
"2069","massachusetts,petersham",321,528,23
"2070","massachusetts,phillipston",607,465,22
"2071","massachusetts,pittsfield",5017,16404,521
"2072","massachusetts,plainfield",116,316,11
"2073","massachusetts,plainville",2474,3196,153
"2074","massachusetts,plymouth",15152,21266,918
"2075","massachusetts,plympton",912,962,44
"2076","massachusetts,princeton",977,1530,68
"2077","massachusetts,provincetown",182,2402,29
"2078","massachusetts,quincy",14340,30446,1007
"2079","massachusetts,randolph",3523,13676,256
"2080","massachusetts,raynham",4243,4372,196
"2081","massachusetts,reading",5444,11134,374
"2082","massachusetts,rehoboth",4076,3650,191
"2083","massachusetts,revere",7203,13360,327
"2084","massachusetts,richmond",215,828,14
"2085","massachusetts,rochester",1991,1762,80
"2086","massachusetts,rockland",4319,5400,275
"2087","massachusetts,rockport",1306,3861,108
"2088","massachusetts,rowe",113,152,2
"2089","massachusetts,rowley",1942,2180,105
"2090","massachusetts,royalston",357,408,22
"2091","massachusetts,russell",512,366,41
"2092","massachusetts,rutland",2667,2818,190
"2093","massachusetts,salem",5433,18023,562
"2094","massachusetts,salisbury",2597,2845,114
"2095","massachusetts,sandisfield",200,306,9
"2096","massachusetts,sandwich",6044,7739,278
"2097","massachusetts,saugus",7543,8001,253
"2098","massachusetts,savoy",161,226,12
"2099","massachusetts,scituate",4614,8608,308
"2100","massachusetts,seekonk",3970,4786,199
"2101","massachusetts,sharon",2603,8778,236
"2102","massachusetts,sheffield",578,1542,42
"2103","massachusetts,shelburne",209,927,38
"2104","massachusetts,sherborn",579,2267,117
"2105","massachusetts,shirley",1493,2100,107
"2106","massachusetts,shrewsbury",7058,13590,483
"2107","massachusetts,shutesbury",144,1154,32
"2108","massachusetts,somerset",5113,5815,194
"2109","massachusetts,somerville",4283,37027,890
"2110","massachusetts,southampton",1811,2231,152
"2111","massachusetts,southborough",1851,4618,196
"2112","massachusetts,southbridge",3022,4079,160
"2113","massachusetts,south hadley",3230,6590,239
"2114","massachusetts,southwick",3221,2360,151
"2115","massachusetts,spencer",3287,2989,136
"2116","massachusetts,springfield",13957,39361,1055
"2117","massachusetts,sterling",2444,2841,166
"2118","massachusetts,stockbridge",237,1099,27
"2119","massachusetts,stoneham",5372,8676,274
"2120","massachusetts,stoughton",5081,10254,288
"2121","massachusetts,stow",1258,3551,155
"2122","massachusetts,sturbridge",2515,3417,161
"2123","massachusetts,sudbury",2691,9345,318
"2124","massachusetts,sunderland",394,1605,51
"2125","massachusetts,sutton",3081,3091,146
"2126","massachusetts,swampscott",2555,6845,172
"2127","massachusetts,swansea",5123,4736,175
"2128","massachusetts,taunton",11148,14996,629
"2129","massachusetts,templeton",2289,2061,145
"2130","massachusetts,tewksbury",8783,9954,400
"2131","massachusetts,tisbury",542,2225,68
"2132","massachusetts,tolland",186,136,6
"2133","massachusetts,topsfield",1602,2460,82
"2134","massachusetts,townsend",2620,2687,169
"2135","massachusetts,truro",340,1386,36
"2136","massachusetts,tyngsborough",3375,4034,136
"2137","massachusetts,tyringham",72,234,8
"2138","massachusetts,upton",1988,3173,139
"2139","massachusetts,uxbridge",4093,4351,283
"2140","massachusetts,wakefield",6032,10215,376
"2141","massachusetts,wales",619,429,39
"2142","massachusetts,walpole",6243,9474,449
"2143","massachusetts,waltham",7787,20424,685
"2144","massachusetts,ware",2444,2353,154
"2145","massachusetts,wareham",5518,6883,325
"2146","massachusetts,warren",1375,1149,75
"2147","massachusetts,warwick",160,343,20
"2148","massachusetts,washington",107,240,6
"2149","massachusetts,watertown",3801,14970,456
"2150","massachusetts,wayland",1705,7344,253
"2151","massachusetts,webster",4039,4046,213
"2152","massachusetts,wellesley",3295,12630,417
"2153","massachusetts,wellfleet",496,1971,49
"2154","massachusetts,wendell",105,487,22
"2155","massachusetts,wenham",765,1761,82
"2156","massachusetts,westborough",2776,7569,291
"2157","massachusetts,west boylston",1872,2788,142
"2158","massachusetts,west bridgewater",2272,2224,129
"2159","massachusetts,west brookfield",1127,1137,63
"2160","massachusetts,westfield",9858,10200,627
"2161","massachusetts,westford",4656,10229,413
"2162","massachusetts,westhampton",426,746,23
"2163","massachusetts,westminster",2477,2665,152
"2164","massachusetts,west newbury",1061,2111,98
"2165","massachusetts,weston",1712,5129,244
"2166","massachusetts,westport",5018,5319,209
"2167","massachusetts,west springfield",6067,7157,289
"2168","massachusetts,west stockbridge",164,784,23
"2169","massachusetts,west tisbury",338,1921,36
"2170","massachusetts,westwood",3444,6832,269
"2171","massachusetts,weymouth",12460,19615,752
"2172","massachusetts,whately",332,745,30
"2173","massachusetts,whitman",3882,4496,251
"2174","massachusetts,wilbraham",4262,4928,207
"2175","massachusetts,williamsburg",337,1446,39
"2176","massachusetts,williamstown",499,3196,62
"2177","massachusetts,wilmington",6448,8027,331
"2178","massachusetts,winchendon",2661,2313,178
"2179","massachusetts,winchester",3736,9777,357
"2180","massachusetts,windsor",201,370,8
"2181","massachusetts,winthrop",3770,6290,192
"2182","massachusetts,woburn",8483,13530,405
"2183","massachusetts,worcester",21169,48584,1617
"2184","massachusetts,worthington",271,571,28
"2185","massachusetts,wrentham",3319,4247,241
"2186","massachusetts,yarmouth",5993,9149,310
"2187","michigan,alcona",4848,2142,74
"2188","michigan,alger",3014,2053,61
"2189","michigan,allegan",41392,24449,1253
"2190","michigan,alpena",10686,6000,283
"2191","michigan,antrim",9748,5960,241
"2192","michigan,arenac",5928,2774,129
"2193","michigan,baraga",2512,1478,48
"2194","michigan,barry",23471,11797,637
"2195","michigan,bay",33125,26151,979
"2196","michigan,benzie",6601,5480,181
"2197","michigan,berrien",43519,37438,1434
"2198","michigan,branch",14064,6159,313
"2199","michigan,calhoun",36221,28877,1183
"2200","michigan,cass",16699,9130,387
"2201","michigan,charlevoix",9841,6939,220
"2202","michigan,cheboygan",10186,5437,245
"2203","michigan,chippewa",10681,6648,313
"2204","michigan,clare",10861,5199,221
"2205","michigan,clinton",25098,21968,861
"2206","michigan,crawford",5087,2672,102
"2207","michigan,delta",13207,7606,338
"2208","michigan,dickinson",9617,4744,228
"2209","michigan,eaton",31798,31299,1230
"2210","michigan,emmet",12135,9662,380
"2211","michigan,genesee",98714,119390,3256
"2212","michigan,gladwin",9893,4524,186
"2213","michigan,gogebic",4600,3570,96
"2214","michigan,grand traverse",30502,28683,1051
"2215","michigan,gratiot",12102,6693,332
"2216","michigan,hillsdale",17037,5883,382
"2217","michigan,houghton",10378,7750,373
"2218","michigan,huron",12731,5490,216
"2219","michigan,ingham",47639,94212,2699
"2220","michigan,ionia",20657,10901,651
"2221","michigan,iosco",9759,5373,231
"2222","michigan,iron",4216,2493,80
"2223","michigan,isabella",14815,14072,534
"2224","michigan,jackson",47372,31995,1494
"2225","michigan,kalamazoo",56823,83686,2905
"2226","michigan,kalkaska",7436,3002,193
"2227","michigan,kent",165741,187915,7392
"2228","michigan,keweenaw",862,672,23
"2229","michigan,lake",3946,2288,89
"2230","michigan,lapeer",35482,16367,801
"2231","michigan,leelanau",7916,8795,189
"2232","michigan,lenawee",31541,20918,916
"2233","michigan,livingston",76982,48220,1995
"2234","michigan,luce",2109,842,50
"2235","michigan,mackinac",4304,2632,79
"2236","michigan,macomb",263863,223952,6441
"2237","michigan,manistee",8321,6107,227
"2238","michigan,marquette",16286,20465,711
"2239","michigan,mason",10207,6802,245
"2240","michigan,mecosta",13267,7375,407
"2241","michigan,menominee",8117,4316,174
"2242","michigan,midland",27675,20493,920
"2243","michigan,missaukee",6648,1967,140
"2244","michigan,monroe",52710,32975,1463
"2245","michigan,montcalm",21815,9703,582
"2246","michigan,montmorency",4171,1628,60
"2247","michigan,muskegon",45133,45643,1668
"2248","michigan,newaygo",18857,7873,431
"2249","michigan,oakland",325971,434148,10232
"2250","michigan,oceana",8892,4944,226
"2251","michigan,ogemaw",8253,3475,179
"2252","michigan,ontonagon",2358,1391,55
"2253","michigan,osceola",8928,3214,187
"2254","michigan,oscoda",3466,1342,66
"2255","michigan,otsego",9779,4743,235
"2256","michigan,ottawa",100913,64705,3095
"2257","michigan,presque isle",5342,2911,91
"2258","michigan,roscommon",9670,5166,182
"2259","michigan,saginaw",50785,51088,1476
